locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBENKMEN_00356	CDS	939				hypothetical protein
OBENKMEN_00357	CDS	543				hypothetical protein
OBENKMEN_00358	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
OBENKMEN_00359	CDS	645				hypothetical protein
OBENKMEN_00360	CDS	234				hypothetical protein
OBENKMEN_00361	CDS	1107	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
OBENKMEN_00362	CDS	396				hypothetical protein
OBENKMEN_00363	CDS	918	gcvA			Glycine cleavage system transcriptional activator
OBENKMEN_00364	CDS	120				hypothetical protein
OBENKMEN_00365	CDS	1257	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
OBENKMEN_00366	CDS	441	csdE		COG2166	Sulfur acceptor protein CsdE
OBENKMEN_00367	CDS	828	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OBENKMEN_00368	CDS	390	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
OBENKMEN_00369	CDS	456	matP		COG3120	Macrodomain Ter protein
OBENKMEN_00370	CDS	1623	lon_1	3.4.21.53		Lon protease
OBENKMEN_00371	CDS	627	fabA	4.2.1.59		3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
OBENKMEN_00372	CDS	189				hypothetical protein
OBENKMEN_00373	CDS	375				hypothetical protein
OBENKMEN_00374	CDS	123				hypothetical protein
OBENKMEN_00375	CDS	246	yciI		COG2350	Protein YciI
OBENKMEN_00376	CDS	246				hypothetical protein
OBENKMEN_00377	CDS	264				hypothetical protein
OBENKMEN_00378	CDS	540	ail_1		COG3637	Attachment invasion locus protein
OBENKMEN_00379	CDS	1200	intA_1		COG0582	Prophage integrase IntA
OBENKMEN_00380	CDS	936	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
OBENKMEN_00381	CDS	894	yhaJ			HTH-type transcriptional regulator YhaJ
OBENKMEN_00382	CDS	705	yhaK		COG1741	Pirin-like protein YhaK
OBENKMEN_00383	CDS	1299	bdlA		COG0840	Biofilm dispersion protein BdlA
OBENKMEN_00384	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
OBENKMEN_00385	CDS	657	glnP		COG0765	Glutamine transport system permease protein GlnP
OBENKMEN_00386	CDS	744	glnH_1		COG0834	Glutamine-binding periplasmic protein
OBENKMEN_00387	CDS	1128				hypothetical protein
OBENKMEN_00388	CDS	243	yhdT		COG3924	putative membrane protein YhdT
OBENKMEN_00389	CDS	1455	panF		COG4145	Sodium/pantothenate symporter
OBENKMEN_00390	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
OBENKMEN_00391	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OBENKMEN_00392	CDS	297	fis		COG2901	DNA-binding protein Fis
OBENKMEN_00393	CDS	1029	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
OBENKMEN_00394	CDS	816				hypothetical protein
OBENKMEN_00395	CDS	1602				hypothetical protein
OBENKMEN_00396	CDS	993			COG4413	Urea transporter
OBENKMEN_00397	CDS	834	ureD			Urease accessory protein UreD
OBENKMEN_00398	CDS	663	ureG		COG0378	Urease accessory protein UreG
OBENKMEN_00399	CDS	687	ureF			Urease accessory protein UreF
OBENKMEN_00400	CDS	309				hypothetical protein
OBENKMEN_00401	CDS	1158	htrE_2		COG3188	Outer membrane usher protein HtrE
OBENKMEN_00402	CDS	609				hypothetical protein
OBENKMEN_00403	CDS	525				hypothetical protein
OBENKMEN_00404	CDS	1503				hypothetical protein
OBENKMEN_00405	CDS	570	hcp1_1		COG3157	Protein hcp1
OBENKMEN_00406	CDS	561				hypothetical protein
OBENKMEN_00407	CDS	1350				hypothetical protein
OBENKMEN_00408	CDS	633				hypothetical protein
OBENKMEN_00409	CDS	642				hypothetical protein
OBENKMEN_00410	CDS	1182	toxA			Dermonecrotic toxin
OBENKMEN_00411	CDS	3495				hypothetical protein
OBENKMEN_00412	CDS	354				hypothetical protein
OBENKMEN_00413	CDS	894				hypothetical protein
OBENKMEN_00414	CDS	471				hypothetical protein
OBENKMEN_00415	CDS	456				hypothetical protein
OBENKMEN_00416	CDS	291				hypothetical protein
OBENKMEN_00417	CDS	333				hypothetical protein
OBENKMEN_00418	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
OBENKMEN_00419	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
OBENKMEN_00420	CDS	1017	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
OBENKMEN_00421	CDS	471	yfcA		COG0730	putative membrane transporter protein YfcA
OBENKMEN_00422	CDS	543	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
OBENKMEN_00423	CDS	279				hypothetical protein
OBENKMEN_00424	CDS	204	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OBENKMEN_00425	CDS	312				hypothetical protein
OBENKMEN_00426	CDS	369				hypothetical protein
OBENKMEN_00427	CDS	1995	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
OBENKMEN_00428	CDS	885	nlpI		COG4785	Lipoprotein NlpI
OBENKMEN_00429	CDS	2118	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
OBENKMEN_00430	tRNA	77				tRNA-Pro(tgg)
OBENKMEN_00431	tRNA	87				tRNA-Leu(cag)
OBENKMEN_00432	tRNA	76				tRNA-His(gtg)
OBENKMEN_00433	tRNA	77				tRNA-Arg(ccg)
OBENKMEN_00434	CDS	1392	yifK		COG1113	putative transport protein YifK
OBENKMEN_00435	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
OBENKMEN_00436	CDS	1365	wzyE			putative ECA polymerase
OBENKMEN_00437	CDS	285	wecF_1	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
OBENKMEN_00438	CDS	1437	qseE	2.7.13.3		Sensor histidine kinase QseE
OBENKMEN_00439	CDS	1068				hypothetical protein
OBENKMEN_00440	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
OBENKMEN_00441	CDS	1623	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
OBENKMEN_00442	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
OBENKMEN_00443	CDS	1224	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
OBENKMEN_00444	CDS	807	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
OBENKMEN_00445	CDS	510	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
OBENKMEN_00446	CDS	519	gmd_2	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
OBENKMEN_00447	CDS	1014	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
OBENKMEN_00448	CDS	342				hypothetical protein
OBENKMEN_00449	CDS	885	yebZ		COG1276	Inner membrane protein YebZ
OBENKMEN_00450	CDS	387	yobA		COG2372	Protein YobA
OBENKMEN_00451	CDS	510	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
OBENKMEN_00452	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
OBENKMEN_00453	CDS	951	pip	3.4.11.5		Proline iminopeptidase
OBENKMEN_00454	CDS	114				hypothetical protein
OBENKMEN_00455	CDS	1083	ptrB	3.4.21.83	COG1770	Protease 2
OBENKMEN_00456	CDS	441	alaE			L-alanine exporter AlaE
OBENKMEN_00457	CDS	1011	cra		COG1609	Catabolite repressor/activator
OBENKMEN_00458	CDS	585	ttr	2.3.1.-		Acetyltransferase
OBENKMEN_00459	CDS	951	coaA	2.7.1.33	COG1072	Pantothenate kinase
OBENKMEN_00460	CDS	960	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
OBENKMEN_00461	CDS	1038	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OBENKMEN_00462	CDS	351	grxD		COG0278	Glutaredoxin 4
OBENKMEN_00463	CDS	222				hypothetical protein
OBENKMEN_00464	CDS	852	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
OBENKMEN_00465	CDS	579	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
OBENKMEN_00466	CDS	90				hypothetical protein
OBENKMEN_00467	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
OBENKMEN_00468	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
OBENKMEN_00469	CDS	1110				hypothetical protein
OBENKMEN_00470	CDS	1983				hypothetical protein
OBENKMEN_00471	CDS	1260	intA_2		COG0582	Prophage integrase IntA
OBENKMEN_00472	CDS	702				hypothetical protein
OBENKMEN_00473	CDS	279				hypothetical protein
OBENKMEN_00474	CDS	393	rpsF		COG0360	30S ribosomal protein S6
OBENKMEN_00475	CDS	228	rpsR		COG0238	30S ribosomal protein S18
OBENKMEN_00476	CDS	453	rplI		COG0359	50S ribosomal protein L9
OBENKMEN_00477	CDS	222	ycdY		COG3381	Chaperone protein YcdY
OBENKMEN_00478	CDS	450	fliY_1		COG0834	L-cystine-binding protein FliY
OBENKMEN_00479	CDS	663	yecS_1		COG0765	L-cystine transport system permease protein YecS
OBENKMEN_00480	CDS	762	occP			Octopine permease ATP-binding protein P
OBENKMEN_00481	CDS	1089	uxaC	5.3.1.12	COG1904	Uronate isomerase
OBENKMEN_00482	CDS	573	clpV1_1		COG0542	Protein ClpV1
OBENKMEN_00483	CDS	1200				hypothetical protein
OBENKMEN_00484	CDS	1065	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OBENKMEN_00485	CDS	525	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OBENKMEN_00486	CDS	900	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
OBENKMEN_00487	CDS	768				hypothetical protein
OBENKMEN_00488	CDS	210				hypothetical protein
OBENKMEN_00489	CDS	969				hypothetical protein
OBENKMEN_00490	rRNA	111				5S ribosomal RNA
OBENKMEN_00491	rRNA	79				5S ribosomal RNA (partial)
OBENKMEN_00492	CDS	123				hypothetical protein
OBENKMEN_00493	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
OBENKMEN_00494	CDS	915	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
OBENKMEN_00495	CDS	135				hypothetical protein
OBENKMEN_00496	CDS	573	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
OBENKMEN_00497	CDS	456	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
OBENKMEN_00498	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
OBENKMEN_00499	CDS	645				hypothetical protein
OBENKMEN_00500	CDS	327				hypothetical protein
OBENKMEN_00501	CDS	195				hypothetical protein
OBENKMEN_00502	CDS	354				hypothetical protein
OBENKMEN_00503	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
OBENKMEN_00504	CDS	480				hypothetical protein
OBENKMEN_00505	CDS	177				hypothetical protein
OBENKMEN_00506	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OBENKMEN_00507	CDS	573	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
OBENKMEN_00508	CDS	777	sadH	1.-.-.-		Putative oxidoreductase SadH
OBENKMEN_00509	CDS	870	cnoX		COG3118	Chaperedoxin
OBENKMEN_00510	CDS	915	qmcA		COG0330	Protein QmcA
OBENKMEN_00511	CDS	450	ybbJ		COG1585	Inner membrane protein YbbJ
OBENKMEN_00512	CDS	420	cueR		COG0789	HTH-type transcriptional regulator CueR
OBENKMEN_00513	CDS	2886	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OBENKMEN_00514	CDS	204				hypothetical protein
OBENKMEN_00515	CDS	195				hypothetical protein
OBENKMEN_00516	CDS	1101				hypothetical protein
OBENKMEN_00517	CDS	645				hypothetical protein
OBENKMEN_00518	CDS	201				hypothetical protein
OBENKMEN_00519	CDS	219				hypothetical protein
OBENKMEN_00520	CDS	1221	lacY			Lactose permease
OBENKMEN_00521	CDS	846				hypothetical protein
OBENKMEN_00522	CDS	279				hypothetical protein
OBENKMEN_00523	CDS	219				hypothetical protein
OBENKMEN_00524	tRNA	76				tRNA-Glu(ttc)
OBENKMEN_00525	CDS	531	sfaA			S-fimbrial protein subunit SfaA
OBENKMEN_00526	CDS	732	yadV_1			putative fimbrial chaperone YadV
OBENKMEN_00527	CDS	390				hypothetical protein
OBENKMEN_00528	CDS	1146				hypothetical protein
OBENKMEN_00529	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
OBENKMEN_00530	CDS	966	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
OBENKMEN_00531	CDS	213				hypothetical protein
OBENKMEN_00532	CDS	1317				hypothetical protein
OBENKMEN_00533	CDS	2064				hypothetical protein
OBENKMEN_00534	CDS	387	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
OBENKMEN_00535	rRNA	79				5S ribosomal RNA (partial)
OBENKMEN_00536	CDS	3222				hypothetical protein
OBENKMEN_00537	CDS	423				hypothetical protein
OBENKMEN_00538	tRNA	85				tRNA-Tyr(gta)
OBENKMEN_00539	CDS	267				hypothetical protein
OBENKMEN_00540	CDS	492				hypothetical protein
OBENKMEN_00541	CDS	567	clpV1_2		COG0542	Protein ClpV1
OBENKMEN_00542	CDS	993	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
OBENKMEN_00543	CDS	273				hypothetical protein
OBENKMEN_00544	CDS	96				hypothetical protein
OBENKMEN_00545	CDS	198				hypothetical protein
OBENKMEN_00546	CDS	288				hypothetical protein
OBENKMEN_00547	CDS	261				hypothetical protein
OBENKMEN_00548	CDS	357				hypothetical protein
OBENKMEN_00549	tRNA	76				tRNA-Asn(gtt)
OBENKMEN_00550	tRNA	76				tRNA-Asn(gtt)
OBENKMEN_00551	CDS	258				hypothetical protein
OBENKMEN_00552	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
OBENKMEN_00553	CDS	219				hypothetical protein
OBENKMEN_00554	CDS	480	hcpA_1		COG3157	Major exported protein
OBENKMEN_00555	CDS	105				hypothetical protein
OBENKMEN_00556	CDS	441				hypothetical protein
OBENKMEN_00557	CDS	129				hypothetical protein
OBENKMEN_00558	CDS	222				hypothetical protein
OBENKMEN_00559	CDS	168				hypothetical protein
OBENKMEN_00560	tRNA	77				tRNA-Asp(gtc)
OBENKMEN_00561	tRNA	76				tRNA-Phe(gaa)
OBENKMEN_00562	CDS	240				hypothetical protein
OBENKMEN_00563	CDS	213				hypothetical protein
OBENKMEN_00564	CDS	102				hypothetical protein
OBENKMEN_00565	CDS	99				hypothetical protein
OBENKMEN_00566	CDS	6762	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OBENKMEN_00567	CDS	1101				hypothetical protein
OBENKMEN_00568	CDS	804	pikAV_1	3.1.2.-		Thioesterase PikA5
OBENKMEN_00569	CDS	1578	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
OBENKMEN_00570	CDS	2022	fyuA_1		COG1629	Pesticin receptor
OBENKMEN_00571	CDS	366				hypothetical protein
OBENKMEN_00572	CDS	555				hypothetical protein
OBENKMEN_00573	CDS	186				hypothetical protein
OBENKMEN_00574	CDS	162				hypothetical protein
OBENKMEN_00575	CDS	582				hypothetical protein
OBENKMEN_00576	CDS	210				hypothetical protein
OBENKMEN_00577	CDS	114				hypothetical protein
OBENKMEN_00578	CDS	837	ompA_1			Outer membrane protein A
OBENKMEN_00579	CDS	3828				hypothetical protein
OBENKMEN_00580	CDS	2553				hypothetical protein
OBENKMEN_00581	CDS	261				hypothetical protein
OBENKMEN_00582	CDS	849				hypothetical protein
OBENKMEN_00583	CDS	807				hypothetical protein
OBENKMEN_00584	CDS	480				hypothetical protein
OBENKMEN_00585	CDS	348				hypothetical protein
OBENKMEN_00586	CDS	342				hypothetical protein
OBENKMEN_00587	CDS	1599				hypothetical protein
OBENKMEN_00588	CDS	957	eryD		COG2390	Erythritol catabolism regulatory protein EryD
OBENKMEN_00589	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
OBENKMEN_00590	CDS	3888				hypothetical protein
OBENKMEN_00591	CDS	330				hypothetical protein
OBENKMEN_00592	CDS	324				hypothetical protein
OBENKMEN_00593	CDS	837				hypothetical protein
OBENKMEN_00594	CDS	333	asr_1			Acid shock protein
OBENKMEN_00595	CDS	474	yceJ		COG3038	Cytochrome b561 
OBENKMEN_00596	CDS	291				hypothetical protein
OBENKMEN_00597	CDS	2625				hypothetical protein
OBENKMEN_00598	CDS	414	ygiW		COG3111	Protein YgiW
OBENKMEN_00599	CDS	612	yfeY			putative protein YfeY
OBENKMEN_00600	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
OBENKMEN_00601	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
OBENKMEN_00602	CDS	702	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
OBENKMEN_00603	CDS	1128				hypothetical protein
OBENKMEN_00604	CDS	873	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
OBENKMEN_00605	CDS	471			COG2731	putative protein
OBENKMEN_00606	CDS	879	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
OBENKMEN_00607	CDS	1533	nanT			Sialic acid transporter NanT
OBENKMEN_00608	CDS	1038	cysP		COG4150	Thiosulfate-binding protein
OBENKMEN_00609	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
OBENKMEN_00610	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
OBENKMEN_00611	CDS	1092	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OBENKMEN_00612	CDS	879	cysM	2.5.1.47	COG0031	Cysteine synthase B
OBENKMEN_00613	CDS	369				hypothetical protein
OBENKMEN_00614	CDS	1743	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OBENKMEN_00615	CDS	987				hypothetical protein
OBENKMEN_00616	CDS	711	cecR		COG1309	HTH-type transcriptional dual regulator CecR
OBENKMEN_00617	CDS	453				hypothetical protein
OBENKMEN_00618	CDS	582				hypothetical protein
OBENKMEN_00619	CDS	1086				hypothetical protein
OBENKMEN_00620	CDS	1764				hypothetical protein
OBENKMEN_00621	CDS	471				hypothetical protein
OBENKMEN_00622	CDS	360				hypothetical protein
OBENKMEN_00623	CDS	402				hypothetical protein
OBENKMEN_00624	CDS	303				hypothetical protein
OBENKMEN_00625	CDS	4491	yenB			Toxin subunit YenB
OBENKMEN_00626	CDS	4614				hypothetical protein
OBENKMEN_00627	CDS	1698	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
OBENKMEN_00628	CDS	2184	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
OBENKMEN_00629	CDS	1989	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
OBENKMEN_00630	CDS	1431	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OBENKMEN_00631	CDS	1431	glgA	2.4.1.21	COG0297	Glycogen synthase
OBENKMEN_00632	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
OBENKMEN_00633	CDS	1515	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
OBENKMEN_00634	CDS	375				hypothetical protein
OBENKMEN_00635	CDS	465				hypothetical protein
OBENKMEN_00636	CDS	639	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
OBENKMEN_00637	CDS	570	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OBENKMEN_00638	CDS	1542				hypothetical protein
OBENKMEN_00639	CDS	576	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
OBENKMEN_00640	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
OBENKMEN_00641	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
OBENKMEN_00642	CDS	1083	ompN		COG3203	Outer membrane porin N
OBENKMEN_00643	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
OBENKMEN_00644	CDS	1206	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
OBENKMEN_00645	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
OBENKMEN_00646	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
OBENKMEN_00647	CDS	552	zapC			Cell division protein ZapC
OBENKMEN_00648	CDS	1110	ycbX		COG0633	putative protein YcbX
OBENKMEN_00649	CDS	2121	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
OBENKMEN_00650	CDS	1914	uup		COG0488	ABC transporter ATP-binding protein uup
OBENKMEN_00651	CDS	1287	pqiA		COG2995	Intermembrane transport protein PqiA
OBENKMEN_00652	CDS	1653	pqiB		COG3008	Intermembrane transport protein PqiB
OBENKMEN_00653	CDS	579	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
OBENKMEN_00654	CDS	867				hypothetical protein
OBENKMEN_00655	CDS	2502				hypothetical protein
OBENKMEN_00656	CDS	3627				hypothetical protein
OBENKMEN_00657	CDS	588				hypothetical protein
OBENKMEN_00658	CDS	1491				hypothetical protein
OBENKMEN_00659	CDS	387	bepG			Efflux pump membrane transporter BepG
OBENKMEN_00660	CDS	954	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
OBENKMEN_00661	CDS	525	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
OBENKMEN_00662	CDS	510	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
OBENKMEN_00663	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
OBENKMEN_00664	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
OBENKMEN_00665	CDS	264	rpsT		COG0268	30S ribosomal protein S20
OBENKMEN_00666	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
OBENKMEN_00667	CDS	1185	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
OBENKMEN_00668	CDS	1140	dnaJ		COG0484	Chaperone protein DnaJ
OBENKMEN_00669	CDS	1911	dnaK_1		COG0443	Chaperone protein DnaK
OBENKMEN_00670	CDS	612	satP		COG1584	Succinate-acetate/proton symporter SatP
OBENKMEN_00671	CDS	2448				hypothetical protein
OBENKMEN_00672	CDS	1389	proP_2			Proline/betaine transporter
OBENKMEN_00673	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
OBENKMEN_00674	CDS	954	tal	2.2.1.2		Transaldolase
OBENKMEN_00675	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
OBENKMEN_00676	CDS	111				hypothetical protein
OBENKMEN_00677	CDS	1290	thrC	4.2.3.1	COG0498	Threonine synthase
OBENKMEN_00678	CDS	930	thrB	2.7.1.39		Homoserine kinase
OBENKMEN_00679	CDS	2460	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
OBENKMEN_00680	CDS	108				hypothetical protein
OBENKMEN_00681	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
OBENKMEN_00682	CDS	468				hypothetical protein
OBENKMEN_00683	CDS	867	rob_1		COG2207	Right origin-binding protein
OBENKMEN_00684	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
OBENKMEN_00685	CDS	543	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
OBENKMEN_00686	CDS	393	trpR		COG2973	Trp operon repressor
OBENKMEN_00687	CDS	1920	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
OBENKMEN_00688	CDS	450		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OBENKMEN_00689	CDS	543	yciB		COG2917	putative intracellular septation protein A
OBENKMEN_00690	CDS	1083			COG0659	putative sulfate transporter
OBENKMEN_00691	CDS	621				hypothetical protein
OBENKMEN_00692	CDS	771				hypothetical protein
OBENKMEN_00693	CDS	636	ompW		COG3047	Outer membrane protein W
OBENKMEN_00694	CDS	315				hypothetical protein
OBENKMEN_00695	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OBENKMEN_00696	CDS	1191	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OBENKMEN_00697	CDS	1428	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
OBENKMEN_00698	CDS	336	trpGD		COG0512	Bifunctional protein TrpGD
OBENKMEN_00699	CDS	2337	ptrA_1	3.4.24.55	COG1025	Protease 3
OBENKMEN_00700	CDS	3663	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
OBENKMEN_00701	CDS	1959	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
OBENKMEN_00702	CDS	1326	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
OBENKMEN_00703	CDS	1251	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
OBENKMEN_00704	tRNA	77				tRNA-Met(cat)
OBENKMEN_00705	tRNA	77				tRNA-Met(cat)
OBENKMEN_00706	CDS	306				hypothetical protein
OBENKMEN_00707	CDS	402				hypothetical protein
OBENKMEN_00708	CDS	1320	ynbD		COG0671	putative protein YnbD
OBENKMEN_00709	CDS	1764	ynbC		COG2267	putative protein YnbC
OBENKMEN_00710	CDS	633				hypothetical protein
OBENKMEN_00711	CDS	930				hypothetical protein
OBENKMEN_00712	CDS	603	ynbA		COG0558	Inner membrane protein YnbA
OBENKMEN_00713	CDS	177				hypothetical protein
OBENKMEN_00714	CDS	246				hypothetical protein
OBENKMEN_00715	CDS	339				hypothetical protein
OBENKMEN_00716	CDS	114				hypothetical protein
OBENKMEN_00717	CDS	498				hypothetical protein
